timezone,temp,humidity,description
2025-03-05 11:50:58,3.76,75,few clouds
2025-03-05 13:14:16,4.88,48,clear sky
2025-03-05 13:42:01,1.76,93,clear sky
2025-03-05 13:53:28,1.76,93,clear sky
2025-03-05 14:37:35,1.76,87,clear sky
2025-03-05 14:49:03,1.76,87,clear sky
2025-03-05 15:32:04,0.76,80,clear sky
2025-03-05 15:45:35,0.76,80,clear sky
2025-03-05 15:57:08,0.76,80,clear sky
2025-03-05 16:53:31,-0.24,80,clear sky
2025-03-05 17:32:23,-1.24,93,clear sky
2025-03-05 17:44:04,-1.24,93,clear sky
2025-03-05 17:55:46,-1.24,93,clear sky
2025-03-05 18:47:32,-2.24,93,clear sky
2025-03-05 18:59:00,-2.24,93,clear sky
2025-03-05 19:24:25,1.91,54,clear sky
2025-03-05 19:40:03,-2.24,86,clear sky
2025-03-05 19:51:51,-2.24,86,clear sky
2025-03-05 20:32:26,-1.24,80,clear sky
2025-03-05 20:45:21,-1.24,80,clear sky
2025-03-05 20:56:43,-1.24,80,clear sky
2025-03-05 21:29:22,-3.24,86,clear sky
2025-03-05 21:40:43,-3.24,86,clear sky
2025-03-05 21:52:20,-3.24,86,clear sky
2025-03-05 22:35:10,-1.24,86,clear sky
2025-03-05 22:46:49,-1.24,86,clear sky
2025-03-05 22:58:11,-1.24,86,clear sky
2025-03-05 23:30:19,-0.24,80,clear sky
2025-03-05 23:41:56,-0.24,80,clear sky
2025-03-05 23:53:42,-0.24,80,clear sky
2025-03-06 03:00:40,5.76,56,clear sky
2025-03-06 03:45:46,6.76,53,clear sky
2025-03-06 03:57:05,6.76,53,clear sky
2025-03-06 04:40:54,7.76,46,clear sky
2025-03-06 04:52:24,7.76,46,clear sky
2025-03-06 05:33:53,8.76,40,clear sky
2025-03-06 05:45:43,8.76,40,clear sky
2025-03-06 05:57:13,8.76,40,clear sky
2025-03-06 06:46:39,8.76,40,clear sky
2025-03-06 06:58:02,8.76,40,clear sky
2025-03-06 07:25:30,9.76,37,clear sky
2025-03-06 07:39:48,9.76,37,clear sky
2025-03-06 07:51:25,9.76,37,clear sky
2025-03-06 08:15:58,8.76,40,clear sky
2025-03-06 08:39:12,8.76,40,clear sky
2025-03-06 08:52:22,8.76,40,clear sky
2025-03-06 09:15:14,6.76,53,clear sky
2025-03-06 09:33:28,6.76,53,clear sky
2025-03-06 09:44:52,6.76,53,clear sky
2025-03-06 09:56:39,6.76,53,clear sky
2025-03-06 10:26:01,7.77,30,scattered clouds
2025-03-06 10:44:13,5.76,45,clear sky
2025-03-06 10:55:56,5.76,45,clear sky
2025-03-06 11:17:32,4.76,45,clear sky
2025-03-06 11:29:09,4.76,45,clear sky
2025-03-06 11:40:56,4.76,45,clear sky
2025-03-06 11:52:15,4.76,45,clear sky
2025-03-06 12:27:31,2.76,52,clear sky
2025-03-06 13:02:15,2.76,52,clear sky
2025-03-06 13:32:02,2.76,52,clear sky
2025-03-06 13:44:48,2.76,52,clear sky
2025-03-06 13:56:31,2.76,52,clear sky
2025-03-06 14:22:26,-0.24,64,clear sky
2025-03-06 14:40:13,-0.24,64,clear sky
2025-03-06 14:51:48,-0.24,64,clear sky
2025-03-06 15:13:42,-0.24,64,clear sky
2025-03-06 15:33:23,0.76,60,clear sky
2025-03-06 15:46:04,0.76,60,clear sky
2025-03-06 15:57:37,0.76,60,clear sky
2025-03-06 16:30:39,-1.24,74,clear sky
2025-03-06 16:48:47,-1.24,74,clear sky
2025-03-06 17:00:18,-1.24,74,clear sky
2025-03-06 17:24:20,-2.24,86,clear sky
2025-03-06 17:38:59,-2.24,86,clear sky
2025-03-06 17:50:51,-2.24,86,clear sky
2025-03-06 18:14:47,2.95,42,clear sky
2025-03-06 18:40:40,-2.24,86,clear sky
2025-03-06 18:52:17,-2.24,86,clear sky
2025-03-06 19:11:12,2.76,40,clear sky
2025-03-06 19:24:33,2.76,40,clear sky
2025-03-06 19:37:23,-3.24,86,mist
2025-03-06 19:48:53,-3.24,86,mist
2025-03-06 20:00:34,-3.24,86,mist
2025-03-06 20:27:02,-2.24,86,clear sky
2025-03-06 20:41:41,2.07,41,clear sky
2025-03-06 20:53:17,-2.24,86,mist
2025-03-06 21:15:13,-2.24,86,mist
2025-03-06 21:30:20,-3.24,93,clear sky
2025-03-06 21:41:56,-3.24,93,mist
2025-03-06 21:53:20,-3.24,93,mist
2025-03-06 22:15:01,1.82,43,clear sky
2025-03-06 22:34:32,-2.24,93,mist
2025-03-06 22:46:07,-2.24,93,mist
2025-03-06 22:57:37,-2.24,93,mist
2025-03-06 23:23:02,2.18,45,clear sky
2025-03-06 23:36:05,-1.24,86,mist
2025-03-06 23:47:28,-1.24,86,mist
2025-03-06 23:58:49,-1.24,86,mist
2025-03-07 01:55:13,4.76,56,haze
2025-03-07 02:56:22,7.76,39,haze
2025-03-07 03:30:42,8.76,37,haze
2025-03-07 03:48:35,8.76,37,haze
2025-03-07 03:59:58,8.76,37,haze
2025-03-07 04:29:39,9.76,34,clear sky
2025-03-07 04:44:49,9.76,34,clear sky
2025-03-07 04:56:25,9.76,34,clear sky
2025-03-07 05:22:14,9.76,32,clear sky
2025-03-07 05:38:18,9.76,32,clear sky
2025-03-07 05:49:50,9.76,32,clear sky
2025-03-07 06:13:12,8.36,26,overcast clouds
2025-03-07 06:40:53,9.76,34,clear sky
2025-03-07 06:52:38,9.76,34,clear sky
2025-03-07 07:14:24,9.76,32,clear sky
2025-03-07 07:29:24,9.76,32,clear sky
2025-03-07 07:41:13,9.76,32,clear sky
2025-03-07 07:52:46,9.76,32,clear sky
2025-03-07 08:19:32,7.87,27,overcast clouds
2025-03-07 08:40:15,7.76,42,clear sky
2025-03-07 08:52:03,7.76,42,clear sky
2025-03-07 09:14:21,7.15,28,overcast clouds
2025-03-07 09:32:05,5.76,52,clear sky
2025-03-07 09:43:43,5.76,52,clear sky
2025-03-07 09:55:03,5.76,52,clear sky
2025-03-07 10:20:58,6.62,29,overcast clouds
2025-03-07 10:40:15,3.76,65,clear sky
2025-03-07 10:51:41,3.76,65,clear sky
2025-03-07 11:10:46,3.76,65,clear sky
2025-03-07 11:25:56,3.76,65,clear sky
2025-03-07 11:39:04,3.76,65,clear sky
2025-03-07 11:50:36,3.76,65,clear sky
2025-03-07 12:20:06,6.02,31,overcast clouds
2025-03-07 12:56:09,2.76,60,clear sky
2025-03-07 13:28:00,2.76,70,clear sky
2025-03-07 13:42:13,2.76,70,clear sky
2025-03-07 13:53:39,2.76,70,clear sky
2025-03-07 14:15:40,5.64,35,overcast clouds
2025-03-07 14:35:12,2.76,70,clear sky
2025-03-07 14:46:54,2.76,70,clear sky
2025-03-07 14:58:13,2.76,70,clear sky
2025-03-07 15:25:32,5.31,36,overcast clouds
2025-03-07 15:40:06,2.76,70,broken clouds
2025-03-07 15:51:45,2.76,70,broken clouds
2025-03-07 16:15:47,4.97,37,overcast clouds
2025-03-07 16:39:56,0.76,86,broken clouds
2025-03-07 16:52:40,0.76,86,broken clouds
2025-03-07 17:12:53,0.76,86,broken clouds
2025-03-07 17:30:47,1.76,75,broken clouds
2025-03-07 17:42:10,1.76,75,broken clouds
2025-03-07 17:53:41,1.76,75,broken clouds
2025-03-07 18:23:16,4.33,41,overcast clouds
2025-03-07 18:44:07,2.76,70,broken clouds
2025-03-07 18:55:45,2.76,70,broken clouds
2025-03-07 19:16:41,4.1,44,overcast clouds
2025-03-07 19:28:00,1.76,87,overcast clouds
2025-03-07 19:39:51,1.76,87,haze
2025-03-07 19:51:31,1.76,87,haze
2025-03-07 20:13:38,3.9,48,overcast clouds
2025-03-07 20:31:59,0.76,93,overcast clouds
2025-03-07 20:43:17,0.76,93,haze
2025-03-07 20:54:42,0.76,93,haze
2025-03-07 21:15:25,3.61,51,overcast clouds
2025-03-07 21:26:56,3.61,51,overcast clouds
2025-03-07 21:38:45,0.76,93,mist
2025-03-07 21:50:22,0.76,93,mist
2025-03-07 22:07:40,0.76,93,mist
2025-03-07 22:26:17,3.51,54,overcast clouds
2025-03-07 22:38:03,-0.24,93,mist
2025-03-07 22:49:46,-0.24,93,mist
2025-03-07 23:07:33,-0.24,93,mist
2025-03-07 23:22:00,3.67,53,overcast clouds
2025-03-07 23:34:09,0.76,93,broken clouds
2025-03-07 23:45:41,0.76,93,broken clouds
2025-03-07 23:57:04,0.76,93,broken clouds
2025-03-08 01:25:17,5.76,56,clear sky
2025-03-08 02:09:40,5.76,56,clear sky
2025-03-08 02:36:54,8.76,40,clear sky
2025-03-08 02:49:17,8.76,40,clear sky
2025-03-08 03:07:47,8.76,40,clear sky
2025-03-08 03:26:40,8.76,34,clear sky
2025-03-08 03:38:36,8.76,34,clear sky
2025-03-08 03:49:49,8.76,34,clear sky
2025-03-08 04:08:56,7.19,35,overcast clouds
2025-03-08 04:27:18,9.76,29,clear sky
2025-03-08 04:38:55,9.76,29,clear sky
2025-03-08 04:50:39,9.76,29,clear sky
2025-03-08 05:08:34,7.78,34,overcast clouds
2025-03-08 05:26:13,9.76,25,clear sky
2025-03-08 05:37:36,9.76,25,clear sky
2025-03-08 05:48:55,9.76,25,clear sky
2025-03-08 06:00:48,9.76,25,clear sky
2025-03-08 06:28:00,9.76,29,clear sky
2025-03-08 06:41:10,9.76,29,clear sky
2025-03-08 06:52:40,9.76,29,clear sky
2025-03-08 07:11:32,9.76,29,clear sky
2025-03-08 07:24:17,8.76,46,clear sky
2025-03-08 07:36:17,8.76,46,clear sky
2025-03-08 07:47:51,8.76,46,clear sky
2025-03-08 07:59:22,8.76,46,clear sky
2025-03-08 08:24:40,7.76,49,clear sky
2025-03-08 08:37:17,7.76,49,clear sky
2025-03-08 08:48:33,7.76,49,clear sky
2025-03-08 09:00:07,7.76,49,clear sky
2025-03-08 09:20:04,6.76,57,clear sky
2025-03-08 09:31:26,6.76,57,clear sky
2025-03-08 09:42:45,6.76,57,clear sky
2025-03-08 09:54:12,6.76,57,clear sky
2025-03-08 10:15:04,5.95,55,few clouds
2025-03-08 10:30:23,4.76,70,clear sky
2025-03-08 10:41:51,4.76,70,clear sky
2025-03-08 10:53:07,4.76,70,clear sky
2025-03-08 11:11:38,4.76,70,clear sky
2025-03-08 11:22:49,5.56,59,few clouds
2025-03-08 11:35:45,3.76,75,clear sky
2025-03-08 11:47:26,3.76,75,clear sky
2025-03-08 11:58:45,3.76,75,clear sky
2025-03-08 12:35:24,3.76,81,clear sky
2025-03-08 12:53:26,3.76,81,clear sky
2025-03-08 13:13:57,5.08,65,clear sky
2025-03-08 13:25:37,2.76,93,clear sky
2025-03-08 13:37:06,2.76,93,clear sky
2025-03-08 13:48:42,2.76,93,clear sky
2025-03-08 14:00:00,2.76,93,clear sky
2025-03-08 14:18:44,4.82,69,clear sky
2025-03-08 14:30:19,0.76,100,mist
2025-03-08 14:41:39,0.76,100,mist
2025-03-08 14:53:19,0.76,100,mist
2025-03-08 15:12:52,0.76,100,mist
2025-03-08 15:25:24,4.42,71,clear sky
2025-03-08 15:37:18,0.76,100,mist
2025-03-08 15:48:52,0.76,100,mist
2025-03-08 16:00:11,0.76,100,mist
2025-03-08 16:24:04,-0.24,100,mist
2025-03-08 16:35:47,-0.24,100,mist
2025-03-08 16:47:25,-0.24,100,mist
2025-03-08 16:58:55,-0.24,100,mist
2025-03-08 17:52:14,-1.24,100,mist
2025-03-08 18:14:23,-1.24,100,mist
2025-03-08 18:30:45,-0.24,93,mist
2025-03-08 18:42:17,-1.24,100,mist
2025-03-08 18:53:46,-1.24,100,mist
2025-03-08 19:12:00,-1.24,100,mist
2025-03-08 19:23:22,-2.24,100,mist
2025-03-08 19:35:43,-2.24,100,mist
2025-03-08 19:47:19,-2.24,100,mist
2025-03-08 19:58:35,-2.24,100,mist
2025-03-08 20:19:29,3.2,76,clear sky
2025-03-08 20:31:08,-2.24,100,mist
2025-03-08 20:42:52,-2.24,100,mist
2025-03-08 20:54:10,-2.24,100,mist
2025-03-08 21:14:14,3.06,77,clear sky
2025-03-08 21:25:45,-2.24,100,fog
2025-03-08 21:38:22,-2.24,100,fog
2025-03-08 21:49:34,-2.24,100,fog
2025-03-08 22:04:31,-2.24,100,fog
2025-03-08 22:23:09,-3.24,100,fog
2025-03-08 22:35:34,-3.24,100,fog
2025-03-08 22:47:11,-3.24,100,fog
2025-03-08 22:58:27,-3.24,100,fog
2025-03-08 23:19:15,-2.24,100,fog
2025-03-08 23:30:41,-1.24,100,fog
2025-03-08 23:42:03,-1.24,100,fog
2025-03-08 23:53:27,0.76,100,mist
2025-03-09 01:07:05,1.76,100,mist
2025-03-09 02:08:35,6.76,76,mist
2025-03-09 02:42:26,7.76,66,haze
2025-03-09 02:53:49,7.76,66,haze
2025-03-09 03:16:23,7.76,66,haze
2025-03-09 03:30:45,9.76,57,clear sky
2025-03-09 03:42:22,9.76,57,haze
2025-03-09 03:53:47,9.76,57,haze
2025-03-09 04:16:11,9.35,41,scattered clouds
2025-03-09 04:31:07,10.76,43,clear sky
2025-03-09 04:42:45,10.76,43,clear sky
2025-03-09 04:54:20,10.76,43,clear sky
2025-03-09 05:14:17,10.1,38,scattered clouds
2025-03-09 05:27:33,10.1,38,scattered clouds
2025-03-09 05:39:06,10.76,46,clear sky
2025-03-09 05:50:46,10.76,46,clear sky
2025-03-09 06:12:01,10.61,35,scattered clouds
2025-03-09 06:31:07,11.76,43,clear sky
2025-03-09 06:42:33,11.76,43,clear sky
2025-03-09 06:53:56,11.76,43,clear sky
2025-03-09 07:13:00,11.76,43,clear sky
2025-03-09 07:24:33,11.76,47,clear sky
2025-03-09 07:36:44,11.76,47,clear sky
2025-03-09 07:48:05,11.76,47,clear sky
2025-03-09 07:59:37,11.76,47,clear sky
2025-03-09 08:25:05,10.76,54,clear sky
2025-03-09 08:37:04,10.76,54,clear sky
2025-03-09 08:48:13,10.76,54,clear sky
2025-03-09 08:59:37,10.76,54,clear sky
2025-03-09 09:19:39,9.97,40,clear sky
2025-03-09 09:31:13,8.76,61,clear sky
2025-03-09 09:42:36,8.76,61,few clouds
2025-03-09 09:54:08,8.76,61,few clouds
2025-03-09 10:17:40,9.15,44,clear sky
2025-03-09 10:34:38,5.76,75,haze
2025-03-09 10:45:45,5.76,75,haze
2025-03-09 10:57:20,5.76,75,haze
2025-03-09 11:16:25,5.76,75,haze
2025-03-09 11:27:58,3.76,87,clear sky
2025-03-09 11:39:21,3.76,87,haze
2025-03-09 11:50:49,3.76,87,haze
2025-03-09 12:15:09,7.88,49,clear sky
2025-03-09 12:42:38,2.76,87,mist
2025-03-09 12:56:30,2.76,87,mist
2025-03-09 13:19:25,7.39,51,clear sky
2025-03-09 13:30:37,2.76,93,mist
2025-03-09 13:42:06,2.76,93,mist
2025-03-09 13:53:38,2.76,93,mist
2025-03-09 14:12:29,2.76,93,mist
2025-03-09 14:27:03,1.76,100,mist
2025-03-09 14:38:36,1.76,100,mist
2025-03-09 14:49:53,1.76,100,mist
2025-03-09 15:07:30,1.76,100,mist
2025-03-09 15:24:12,0.76,100,mist
2025-03-09 15:35:37,0.76,100,mist
2025-03-09 15:46:59,0.76,100,mist
2025-03-09 15:58:18,0.76,100,mist
2025-03-09 16:23:27,0.76,93,mist
2025-03-09 16:36:18,0.76,93,mist
2025-03-09 16:47:35,0.76,93,mist
2025-03-09 16:58:55,0.76,93,mist
2025-03-09 17:19:41,5.66,57,clear sky
2025-03-09 17:31:35,-0.24,100,mist
2025-03-09 17:43:02,-0.24,100,mist
2025-03-09 17:54:23,-0.24,100,mist
2025-03-09 18:18:49,5.3,58,few clouds
2025-03-09 18:32:28,-1.24,100,mist
2025-03-09 18:43:49,-1.24,100,mist
2025-03-09 18:55:22,-1.24,100,mist
2025-03-09 19:12:06,5.12,56,broken clouds
2025-03-09 19:23:47,5.12,56,broken clouds
2025-03-09 19:35:22,-2.24,100,mist
2025-03-09 19:46:48,-2.24,100,mist
2025-03-09 19:58:08,-1.24,100,fog
2025-03-09 20:22:14,-0.24,93,fog
2025-03-09 20:34:23,-0.24,93,fog
2025-03-09 20:46:00,-2.24,100,fog
2025-03-09 20:57:30,-2.24,100,fog
2025-03-09 21:19:10,-2.24,100,fog
2025-03-09 21:30:36,-2.24,100,fog
2025-03-09 21:41:54,-2.24,100,fog
2025-03-09 21:53:32,-2.24,100,fog
2025-03-09 22:13:17,-2.24,100,fog
2025-03-09 22:28:02,-2.24,100,fog
2025-03-09 22:39:22,-2.24,100,fog
2025-03-09 22:50:42,-2.24,100,fog
2025-03-09 23:08:35,-2.24,100,fog
2025-03-09 23:21:48,-0.24,100,mist
2025-03-09 23:33:55,-0.24,100,mist
2025-03-09 23:45:15,-0.24,100,mist
2025-03-09 23:56:46,-0.24,100,mist
2025-03-10 01:35:08,8.76,66,haze
2025-03-10 02:24:28,9.42,37,few clouds
2025-03-10 02:47:16,10.76,54,haze
2025-03-10 02:58:50,10.76,54,haze
2025-03-10 03:24:05,12.76,47,clear sky
2025-03-10 03:36:16,12.76,47,haze
2025-03-10 03:47:48,12.76,47,haze
2025-03-10 03:59:13,12.76,47,haze
2025-03-10 04:24:00,11.4,34,clear sky
2025-03-10 04:38:02,13.76,38,haze
2025-03-10 04:49:43,13.76,38,haze
2025-03-10 05:07:58,11.85,34,clear sky
2025-03-10 05:26:16,13.76,38,clear sky
2025-03-10 05:37:57,13.76,38,haze
2025-03-10 05:49:24,13.76,38,haze
2025-03-10 06:10:28,13.76,38,haze
2025-03-10 06:32:36,12.76,41,haze
2025-03-10 06:44:09,12.76,41,haze
2025-03-10 06:55:50,12.76,41,haze
2025-03-10 07:18:50,11.18,39,clear sky
2025-03-10 07:30:05,12.76,38,clear sky
2025-03-10 07:41:38,12.76,38,haze
2025-03-10 07:52:59,12.76,38,haze
2025-03-10 08:17:29,10.4,42,clear sky
2025-03-10 08:33:33,11.76,40,haze
2025-03-10 08:45:07,11.76,40,haze
2025-03-10 08:56:49,11.76,40,haze
2025-03-10 09:21:36,9.42,45,clear sky
2025-03-10 09:33:38,9.76,46,haze
2025-03-10 09:45:03,9.76,46,haze
2025-03-10 09:56:20,9.76,46,haze
2025-03-10 10:21:20,8.68,48,clear sky
2025-03-10 10:36:06,6.76,65,haze
2025-03-10 10:47:56,6.76,65,haze
2025-03-10 10:59:28,6.76,65,haze
2025-03-10 11:18:36,8.18,51,clear sky
2025-03-10 11:30:08,5.76,70,haze
2025-03-10 11:41:40,5.76,70,haze
2025-03-10 11:53:13,5.76,70,haze
2025-03-10 12:32:47,4.76,75,haze
2025-03-10 13:04:40,4.76,75,haze
2025-03-10 13:34:40,3.76,75,clear sky
2025-03-10 13:47:07,3.76,75,haze
2025-03-10 13:58:35,3.76,75,haze
2025-03-10 14:25:54,0.76,93,clear sky
2025-03-10 14:43:38,0.76,93,haze
2025-03-10 14:55:07,0.76,93,haze
2025-03-10 15:22:52,6.53,58,clear sky
2025-03-10 15:36:57,0.76,100,mist
2025-03-10 15:48:20,0.76,100,mist
2025-03-10 15:59:48,0.76,100,mist
2025-03-10 16:30:24,0.76,93,mist
2025-03-10 16:49:54,0.76,93,mist
2025-03-10 17:08:18,5.79,61,clear sky
2025-03-10 17:29:49,-0.24,100,mist
2025-03-10 17:42:21,-0.24,100,mist
2025-03-10 17:53:44,-0.24,100,mist
2025-03-10 18:21:51,-0.24,100,mist
2025-03-10 18:43:08,-0.24,100,mist
2025-03-10 18:54:48,-0.24,100,mist
2025-03-10 19:16:11,-0.24,100,mist
2025-03-10 19:28:05,-1.24,100,mist
2025-03-10 19:39:41,-1.24,100,mist
2025-03-10 19:51:15,-1.24,100,mist
2025-03-10 20:13:12,5.15,60,overcast clouds
2025-03-10 20:32:22,-0.24,100,mist
2025-03-10 20:44:27,-0.24,100,mist
2025-03-10 20:56:03,-0.24,100,mist
2025-03-10 21:20:17,5.05,60,overcast clouds
2025-03-10 21:33:22,-0.24,100,mist
2025-03-10 21:44:43,-0.24,100,mist
2025-03-10 21:56:31,-0.24,100,mist
2025-03-10 22:21:55,-0.24,100,mist
2025-03-10 22:38:16,-0.24,100,mist
2025-03-10 22:49:56,-0.24,100,mist
2025-03-10 23:08:59,-0.24,100,mist
2025-03-10 23:27:28,0.76,100,mist
2025-03-10 23:40:00,0.76,100,mist
2025-03-10 23:51:49,0.76,100,mist
2025-03-11 01:02:43,5.76,81,mist
2025-03-11 02:34:08,11.76,47,haze
2025-03-11 03:16:14,10.81,31,scattered clouds
2025-03-11 03:42:26,12.76,47,haze
2025-03-11 03:53:44,12.76,47,haze
2025-03-11 04:21:09,12.01,28,scattered clouds
2025-03-11 04:40:07,13.76,44,clear sky
2025-03-11 04:51:35,13.76,44,clear sky
2025-03-11 05:12:59,12.65,26,few clouds
2025-03-11 05:32:51,14.76,41,clear sky
2025-03-11 05:44:17,14.76,41,clear sky
2025-03-11 05:55:51,14.76,41,clear sky
2025-03-11 06:30:51,14.76,38,clear sky
2025-03-11 06:49:03,14.76,38,clear sky
2025-03-11 07:07:54,14.76,38,clear sky
2025-03-11 07:26:42,13.76,47,clear sky
2025-03-11 07:39:05,13.76,47,clear sky
2025-03-11 07:50:43,13.76,47,clear sky
2025-03-11 08:14:38,13.48,26,clear sky
2025-03-11 08:39:12,12.76,50,clear sky
2025-03-11 08:52:06,12.76,50,clear sky
2025-03-11 09:15:13,12.76,50,clear sky
2025-03-11 09:33:20,10.76,54,clear sky
2025-03-11 09:45:05,10.76,54,clear sky
2025-03-11 09:56:25,10.76,54,clear sky
2025-03-11 10:25:27,8.76,61,clear sky
2025-03-11 10:43:47,8.76,61,clear sky
2025-03-11 10:55:33,8.76,61,clear sky
2025-03-11 11:17:56,10.38,40,clear sky
2025-03-11 11:29:21,6.76,65,clear sky
2025-03-11 11:40:52,6.76,65,clear sky
2025-03-11 11:52:16,6.76,65,clear sky
2025-03-11 12:28:36,5.76,70,clear sky
2025-03-11 13:03:41,5.76,70,clear sky
2025-03-11 13:33:41,4.76,75,clear sky
2025-03-11 13:46:22,4.76,75,clear sky
2025-03-11 13:57:57,4.76,75,clear sky
2025-03-11 14:25:48,4.76,81,clear sky
2025-03-11 14:43:45,4.76,81,clear sky
2025-03-11 14:55:29,4.76,81,clear sky
2025-03-11 15:23:31,3.76,87,clear sky
2025-03-11 15:40:23,3.76,87,clear sky
2025-03-11 15:51:55,3.76,87,clear sky
2025-03-11 16:17:14,8.33,46,overcast clouds
2025-03-11 16:42:58,3.76,93,clear sky
2025-03-11 16:55:53,3.76,93,clear sky
2025-03-11 17:19:50,7.84,48,overcast clouds
2025-03-11 17:37:08,3.76,93,clear sky
2025-03-11 17:48:40,3.76,93,clear sky
2025-03-11 18:00:13,3.76,93,clear sky
2025-03-11 18:35:28,3.76,93,mist
2025-03-11 18:50:55,3.76,93,mist
2025-03-11 19:09:23,3.76,93,mist
2025-03-11 19:26:11,7.78,48,overcast clouds
2025-03-11 19:38:58,4.76,81,mist
2025-03-11 19:50:29,4.76,81,mist
2025-03-11 20:11:46,4.76,81,mist
2025-03-11 20:31:36,4.76,93,mist
2025-03-11 20:44:02,4.76,93,mist
2025-03-11 20:55:38,4.76,93,mist
2025-03-11 21:16:17,7.4,51,overcast clouds
2025-03-11 21:27:43,3.76,93,mist
2025-03-11 21:39:11,3.76,93,mist
2025-03-11 21:50:59,3.76,93,mist
2025-03-11 22:10:34,3.76,93,mist
2025-03-11 22:31:54,4.76,93,overcast clouds
2025-03-11 22:43:27,4.76,93,mist
2025-03-11 22:54:50,4.76,93,mist
2025-03-11 23:18:04,7.61,50,overcast clouds
2025-03-11 23:30:25,6.76,76,mist
2025-03-11 23:42:06,6.76,76,mist
2025-03-11 23:53:32,6.76,76,mist
2025-03-12 01:17:36,9.66,43,scattered clouds
2025-03-12 02:36:27,9.76,57,haze
2025-03-12 03:15:36,9.76,57,haze
2025-03-12 03:41:09,11.76,47,haze
2025-03-12 03:52:55,11.76,47,haze
2025-03-12 04:18:31,11.78,40,haze
2025-03-12 04:40:37,10.76,54,haze
2025-03-12 04:52:16,10.76,54,haze
2025-03-12 05:13:49,10.76,54,haze
2025-03-12 05:33:14,9.76,57,haze
2025-03-12 05:44:47,9.76,57,haze
2025-03-12 05:56:21,9.76,57,haze
2025-03-12 06:32:17,9.76,71,overcast clouds
2025-03-12 06:50:34,9.76,71,overcast clouds
2025-03-12 07:10:57,9.76,71,overcast clouds
2025-03-12 07:29:18,7.76,100,mist
2025-03-12 07:41:08,7.76,100,mist
2025-03-12 07:52:44,7.76,100,mist
2025-03-12 08:20:23,7.76,100,mist
2025-03-12 08:41:42,7.76,100,light intensity drizzle
2025-03-12 08:53:50,7.76,100,light intensity drizzle
2025-03-12 09:18:49,8.78,87,mist
2025-03-12 09:36:30,6.76,100,mist
2025-03-12 09:47:54,6.76,100,mist
2025-03-12 09:59:19,6.76,100,mist
2025-03-12 10:28:02,6.76,100,mist
2025-03-12 10:44:30,6.76,100,mist
2025-03-12 10:55:45,6.76,100,mist
2025-03-12 11:17:47,7.87,86,overcast clouds
2025-03-12 11:29:04,6.76,100,mist
2025-03-12 11:40:31,6.76,100,mist
2025-03-12 11:52:17,6.76,100,mist
2025-03-12 12:28:00,6.76,100,mist
2025-03-12 13:03:16,6.76,100,mist
2025-03-12 13:33:45,5.76,100,mist
2025-03-12 13:46:10,5.76,100,mist
2025-03-12 13:57:34,5.76,100,mist
2025-03-12 14:25:02,6.61,90,overcast clouds
2025-03-12 14:42:48,5.76,100,mist
2025-03-12 14:54:25,5.76,100,mist
2025-03-12 15:20:46,6.38,86,overcast clouds
2025-03-12 15:38:54,3.76,100,mist
2025-03-12 15:50:36,3.76,100,mist
2025-03-12 16:13:40,3.76,100,mist
2025-03-12 16:41:42,4.76,100,mist
2025-03-12 16:54:20,4.76,100,mist
2025-03-12 17:16:41,5.91,69,overcast clouds
2025-03-12 17:34:23,3.76,100,mist
2025-03-12 17:45:52,3.76,100,mist
2025-03-12 17:57:37,3.76,100,mist
2025-03-12 18:33:56,2.76,100,mist
2025-03-12 18:50:20,2.76,100,mist
2025-03-12 19:08:20,2.76,100,mist
2025-03-12 19:23:29,2.76,100,fog
2025-03-12 19:36:26,2.76,100,fog
2025-03-12 19:47:54,2.76,100,fog
2025-03-12 19:59:30,2.76,100,fog
2025-03-12 20:27:11,1.76,100,fog
2025-03-12 20:42:13,1.76,100,fog
2025-03-12 20:53:48,1.76,100,fog
2025-03-12 21:16:04,1.76,100,fog
2025-03-12 21:31:09,1.76,100,fog
2025-03-12 21:43:03,1.76,100,fog
2025-03-12 21:54:19,1.76,100,fog
2025-03-12 22:17:28,5.14,72,overcast clouds
2025-03-12 22:36:18,1.76,100,fog
2025-03-12 22:47:35,1.76,100,fog
2025-03-12 22:59:02,1.76,100,fog
2025-03-12 23:24:55,5.75,64,overcast clouds
2025-03-12 23:38:56,1.76,100,fog
2025-03-12 23:50:09,1.76,100,fog
2025-03-13 00:48:31,2.76,100,fog
2025-03-13 02:15:18,6.76,81,few clouds
2025-03-13 03:05:28,10.76,54,haze
2025-03-13 03:40:58,11.76,26,haze
2025-03-13 03:54:52,11.76,26,haze
2025-03-13 04:23:42,11.75,13,overcast clouds
2025-03-13 04:43:35,12.76,28,haze
2025-03-13 04:55:01,12.76,28,haze
2025-03-13 05:19:31,13.01,11,overcast clouds
2025-03-13 05:37:22,13.76,21,haze
2025-03-13 05:49:03,13.76,21,haze
2025-03-13 06:11:13,13.98,10,overcast clouds
2025-03-13 06:40:18,14.76,20,sand
2025-03-13 06:52:34,14.76,20,sand
2025-03-13 07:14:24,14.76,20,sand
2025-03-13 07:29:39,14.76,25,sand
2025-03-13 07:41:09,14.76,25,sand
2025-03-13 07:52:44,14.76,25,sand
2025-03-13 08:20:43,14.28,13,overcast clouds
2025-03-13 08:42:33,13.76,26,sand
2025-03-13 08:55:37,13.76,26,sand
